0, 5, 46
1, 5, 46
2, 5, 46
3, 5, 46
4, 5, 46
5, 5, 46
6, 5, 46
7, 5, 46
8, 5, 46
9, 5, 46
10, 5, 46
11, 5, 46
12, 5, 46
13, 5, 46
14, 5, 46
15, 5, 46
16, 5, 46
17, 5, 46
18, 5, 46
19, 5, 46
20, 5, 46
21, 5, 46
22, 5, 46
23, 5, 46
24, 5, 46
25, 0, 0
26, 0, 0
27, 0, 0
28, 0, 0
29, 0, 0
30, 0, 0
31, 0, 0
32, 0, 0
33, 0, 0
34, 3, 30
35, 3, 30
36, 3, 30
37, 3, 30
38, 3, 30
39, 3, 30
40, 3, 30
41, 3, 30
42, 3, 30
43, 3, 30
44, 3, 30
45, 3, 30
46, 3, 30
47, 3, 30
48, 3, 30
49, 3, 30
50, 3, 30
51, 0, 0
52, 0, 0
53, 0, 0
54, 0, 0
55, 0, 0
56, 0, 0
57, 5, 45
58, 5, 46
59, 5, 46
60, 5, 46
61, 5, 46
62, 0, 0
63, 0, 0
64, 0, 0
65, 0, 0
66, 0, 0
67, 0, 0
68, 0, 0
69, 0, 0
70, 0, 0
71, 0, 0
72, 0, 0
73, 0, 0
74, 0, 0
75, 0, 0
76, 4, 45
77, 4, 45
78, 4, 46
79, 4, 46
80, 4, 46
81, 4, 46
82, 4, 46
83, 4, 46
84, 5, 46
85, 4, 46
86, 4, 46
87, 4, 46
88, 4, 46
89, 4, 46
90, 4, 46
91, 4, 46
92, 4, 46
93, 4, 46
94, 4, 46
95, 4, 46
96, 4, 45
97, 4, 46
98, 4, 46
99, 4, 46
100, 4, 46
101, 4, 46
102, 4, 45
103, 4, 45
104, 4, 45
105, 4, 45
106, 4, 45
107, 4, 46
108, 4, 45
109, 4, 45
110, 4, 46
111, 4, 46
112, 4, 45
113, 4, 45
114, 4, 45
115, 4, 45
116, 4, 45
117, 4, 45
118, 4, 45
119, 4, 45
120, 4, 45
121, 4, 45
122, 4, 45
123, 4, 45
124, 4, 45
125, 4, 45
126, 4, 46
